Average Dollar per Unit traded,Net realized gains YTD,Net realized losses YTD,Total dollar value traded,Total units traded,Days since last login,Days since last trade,Id,Age,Age Group,Children,DOB,Estimated income,Gender,Homeowner,Status,Address 1,Address 2,City,Latitude,Longitude,State,Country,Churn Risk
276.1388889,0,248.525,4970.5,18,1,16,993,14,Child,1,1/3/98,27783.6,F,N,S,600 N MAIN ST,,BERKELEY,,,CA,United States,High
279.2487013,2150.215,0,43004.3,154,3,5,1223,24,Young adult,0,8/25/31,42000,F,N,S,576 JEFFERSON ST S,,BRONX,40.844389,-73.829256,NY,United States,Low
283.1051923,1472.147,0,29442.94,104,5,10,51,22,Young adult,2,11/28/07,43634.5,M,N,S,1 CLEARVIEW AVE,,APO,,,AE,United States,Low
283.1051923,1472.147,0,29442.94,104,1,5,326,22,Young adult,2,7/17/72,43634.5,M,N,S,450 COUNTY ROAD 279 APT 454,,NAHANT,,,MA,United States,Low
283.1051923,0,1472.147,29442.94,104,3,8,606,22,Young adult,2,6/21/24,43634.5,M,N,S,8600 HAMMONDWOOD RD S,,MANATI,,,PR,United States,Medium
283.1051923,1472.147,0,29442.94,104,5,8,910,22,Young adult,2,11/29/67,43634.5,M,N,S,2219 E 250 N,,SCRANTON,,,ND,United States,Low
283.1051923,1472.147,0,29442.94,104,5,9,1142,22,Young adult,2,4/1/73,43634.5,M,N,S,7865 HORSESHOE TRL SE,,CLOVER,,,SC,United States,Low
283.1051923,0,1472.147,29442.94,104,5,6,1273,22,Young adult,2,9/28/46,43634.5,M,N,S,1683 45TH AVE NW,,PINE BLUFF,,,AR,United States,High
283.1051923,1472.147,0,29442.94,104,4,6,1284,22,Young adult,2,8/12/08,43634.5,M,N,S,PO BOX 876,,HOBOKEN,40.741928,-74.040971,NJ,United States,Low
283.1051923,0,1472.147,29442.94,104,4,5,1409,22,Young adult,2,6/30/71,43634.5,M,N,S,PO BOX 2205,,SEATTLE,47.716645,-122.293047,WA,United States,High
283.1051923,0,1472.147,29442.94,104,1,6,1562,22,Young adult,2,1/22/22,43634.5,M,N,S,42 CALLE AR RAMOS PMB 30397,,SAINT PAUL,44.964743,-93.15708,MN,United States,High
283.1051923,1472.147,0,29442.94,104,1,7,1691,22,Young adult,2,3/2/09,43634.5,M,N,S,HC 2 BOX 30856,,WEST PALM BEACH,,,FL,United States,Low
283.1051923,0,1472.147,29442.94,104,5,10,1808,22,Young adult,2,5/5/11,43634.5,M,N,S,SO NV ADULT MENTAL HEALTH SVCS,,MIDLAND CITY,,,AL,United States,High
283.1051923,1472.147,0,29442.94,104,1,10,1923,22,Young adult,2,10/11/26,43634.5,M,N,S,16584 W HEATHERLY DR,,PALM SPRINGS,,,FL,United States,Low
290.0775728,2987.799,0,59755.98,206,3,10,0,24,Young adult,1,11/11/47,38000,F,N,S,159 HUTTON ST BSMT A,,ABSECON,,,NJ,United States,Low
290.404,0,1161.616,23232.32,80,3,10,81,65,Senior,1,5/5/69,12686,F,N,S,1047 FIFE CT,,FARMER CITY,,,IL,United States,High
290.404,0,1161.616,23232.32,80,5,7,356,65,Senior,1,2/28/87,12686,F,N,S,10 RIVER RD,,APO,,,AE,United States,High
290.404,0,1161.616,23232.32,80,5,10,636,65,Senior,1,3/15/96,12686,F,N,S,PO BOX 597,,IRONS,,,MI,United States,High
290.404,0,1161.616,23232.32,80,2,10,941,65,Senior,1,8/1/06,12686,F,N,S,742 MAPLE DR,,LINDALE,,,TX,United States,High
292.237013,2250.225,0,45004.5,154,3,9,1081,24,Young adult,0,11/16/26,32962.6,F,N,S,164 CALLE LA PAZ,,AUSTIN,,,TX,United States,Low
293.3626882,0,1364.1365,27282.73,93,4,8,178,38,Adult,0,2/25/00,919.93,F,N,S,691 S JACKSON ST,,DALE,,,TX,United States,High
293.3626882,0,1364.1365,27282.73,93,3,10,455,38,Adult,0,11/25/45,919.93,F,N,S,64 CALLE SAN MIGUEL,,ALBERTVILLE,34.267723,-86.220195,AL,United States,High
293.3626882,0,1364.1365,27282.73,93,1,10,762,38,Adult,0,10/25/18,919.93,F,N,S,39 PARTRIDGE TER,,ROCKFORD,42.27497,-89.091534,IL,United States,High
293.3626882,1364.1365,0,27282.73,93,4,9,1034,38,Adult,0,2/6/74,919.93,F,N,S,8218 2 MILE RD NE,,MARIETTA,,,TX,United States,Low
297.1430928,0,1441.144,28822.88,97,3,8,265,17,Child,1,6/4/34,24141.5,M,Y,S,56 W HILL RD,,PLAINFIELD,40.625305,-74.417,NJ,United States,High
297.1430928,1441.144,0,28822.88,97,2,10,541,17,Child,1,8/4/49,24141.5,M,Y,S,5 ESMOND AVE,,WEST FARGO,46.868933,-96.902237,ND,United States,Low
297.1430928,1441.144,0,28822.88,97,3,6,847,17,Child,1,7/15/00,24141.5,M,Y,S,461-169 LAKECREST RD,,BIG PINE KEY,,,FL,United States,Low
297.1430928,0,1441.144,28822.88,97,4,7,1117,17,Child,1,8/19/61,24141.5,M,Y,S,1 ABBEY RD,,DUNDEE,,,FL,United States,High
297.1430928,0,1441.144,28822.88,97,2,10,1250,17,Child,1,11/15/67,24141.5,M,Y,S,RR 1 BOX 99,,EAST HARTFORD,41.769263,-72.64883,CT,United States,High
297.1430928,1441.144,0,28822.88,97,5,9,1385,17,Child,1,10/9/80,24141.5,M,Y,S,895 E IRLO BRONSON MEMORIAL HWY,,MENOKEN,,,ND,United States,Low
297.1430928,0,1441.144,28822.88,97,1,8,1525,17,Child,1,11/19/55,24141.5,M,Y,S,981 E 105TH ST STE 1,,HUNTSVILLE,34.785401,-86.672546,AL,United States,Medium
297.1430928,1441.144,0,28822.88,97,3,7,1668,17,Child,1,10/22/29,24141.5,M,Y,S,F176 DELHI ST,,LOWELL,,,MI,United States,Low
297.1430928,0,1441.144,28822.88,97,3,8,1784,17,Child,1,12/1/13,24141.5,M,Y,S,1119 SW GAGE BLVD STE B,,UNION,,,IA,United States,High
297.1430928,1441.144,0,28822.88,97,2,10,1900,17,Child,1,7/18/61,24141.5,M,Y,S,2041 S SHORE E,,RUNAWAY BAY,33.206056,-97.751064,TX,United States,Low
297.1430928,0,1441.144,28822.88,97,5,10,2043,17,Child,1,8/29/73,24141.5,M,Y,S,2052 MIDDLE ST,,HOBOKEN,40.741928,-74.040971,NJ,United States,Medium
298.2118182,0,164.0165,3280.33,11,4,15,22,54,Adult,2,1/4/18,84166.1,F,N,M,3131 W MANSELL ST,,JANESVILLE,,,CA,United States,High
298.2118182,0,164.0165,3280.33,11,1,17,300,54,Adult,2,4/15/06,84166.1,F,N,M,340 S KALAMAZOO MALL,,GREENSBURG,,,PA,United States,High
298.2118182,0,164.0165,3280.33,11,1,16,578,54,Adult,2,5/22/33,84166.1,F,N,M,5501 FRILFO RD,,PITTSBURGH,,,PA,United States,High
298.2118182,0,82.00825,3280.33,11,3,12,883,54,Adult,2,5/10/59,84166.1,F,N,M,186 COMPASS WAY,,MESA,,,AZ,United States,Medium
298.2118182,0,164.0165,3280.33,11,4,19,1965,54,Adult,2,7/8/59,84166.1,F,N,M,225 N WATER ST STE 400,,WESTVILLE,,,NJ,United States,High
298.2118182,0,82.00825,3280.33,11,5,14,1973,54,Adult,1,10/8/55,84166.1,M,N,M,3940 BRAMPTON ISLAND CT S,,RINCON,,,PR,United States,Medium
298.2118182,0,82.00825,3280.33,11,4,11,1981,54,Adult,0,12/16/29,84166.1,M,N,M,5585 S 148TH RD,,MCHENRY,,,IL,United States,Medium
298.2118182,0,82.00825,3280.33,11,5,14,1992,54,Adult,0,2/7/74,84166.1,M,N,M,2251 W CREEK RD,,MAYAGUEZ,,,PR,United States,Medium
298.2118182,0,164.0165,3280.33,11,5,17,1995,33,Adult,1,12/1/92,84166.1,M,N,D,1205 SOUTHPORT DR APT 101,,JAMAICA,,,NY,United States,High
298.2118182,0,164.0165,3280.33,11,1,18,2002,54,Adult,0,4/2/27,84166.1,M,N,M,112 SAW MILL RD,,MORAN,,,MI,United States,High
298.2118182,0,82.00825,3280.33,11,5,12,2008,54,Adult,0,12/31/44,84166.1,M,N,M,4800 NORTHWAY DR APT 4A,,TRENTON,,,NJ,United States,Medium
298.2118182,0,164.0165,3280.33,11,2,19,2013,54,Adult,1,7/22/77,84166.1,M,N,M,5209 COUNTY ROAD 121 N,,SANTA ROSA,,,CA,United States,High
299.7269697,1483.6485,0,29672.97,99,2,5,153,16,Child,0,4/14/45,43382.3,F,N,S,18469 COUNTY ROAD 170,,CRAWFORDVILLE,33.548482,-82.896483,GA,United States,Low
299.7269697,0,1483.6485,29672.97,99,3,5,428,16,Child,0,4/8/66,43382.3,F,N,S,1 IZARRO AVE,,BARNHILL,,,IL,United States,Medium
299.7269697,1483.6485,0,29672.97,99,1,5,733,16,Child,0,2/1/57,43382.3,F,N,S,322 AVENUE B APT 1,,CALDWELL,39.746333,-81.520956,OH,United States,Medium
299.7269697,1483.6485,0,29672.97,99,4,7,1010,16,Child,0,12/19/54,43382.3,F,N,S,1263 CHURCH ST,,HOUSTON,29.712919,-95.511024,TX,United States,Low
300.03,840.084,0,16801.68,56,4,8,39,65,Senior,0,7/26/64,32703.1,F,Y,M,400 MOUNT ZION RD,,ALLEN,,,TX,United States,Low
300.03,840.084,0,16801.68,56,3,5,316,65,Senior,0,8/22/69,32703.1,F,Y,M,1305 HALL ST,,BLACKLICK,39.9996,-82.798779,OH,United States,Low
300.03,0,840.084,16801.68,56,4,6,595,65,Senior,0,2/28/08,32703.1,F,Y,M,114 COLES ST # 781 # 2609,,CARMEL,,,CA,United States,High
300.03,0,840.084,16801.68,56,5,8,900,65,Senior,0,3/4/58,32703.1,F,Y,M,48361 FORBES ST,,BOONEVILLE,34.665456,-88.560584,MS,United States,High
306.164,0,1148.115,22962.3,75,3,7,156,22,Young adult,0,8/14/85,32098,F,N,S,189 EVELINE ORCHARD DR,,PAYSON,,,AZ,United States,High
306.164,1148.115,0,22962.3,75,3,8,431,22,Young adult,0,8/1/72,35000,F,N,S,1 CALLE D,,WILLIAMSTOWN,,,MO,United States,Low
306.164,0,1148.115,22962.3,75,2,6,737,22,Young adult,0,11/27/12,38000,F,N,S,551 CROWN POINT RD,,DALLAS,32.7372,-96.7542,TX,United States,High
306.164,1148.115,0,22962.3,75,1,6,1013,22,Young adult,0,5/1/38,37000,F,N,S,598 OLD MNCHC RD,,SEATTLE,,,WA,United States,Low
310.37,915.5915,0,18311.83,59,4,8,28,51,Adult,2,8/13/82,9559.78,F,N,S,1575 S MARKET ST STE 109,,HUNTSVILLE,34.733646,-86.585312,AL,United States,Low
310.37,915.5915,0,18311.83,59,1,5,306,51,Adult,2,10/3/87,9559.78,F,N,S,PSC 7 BOX 885,,PARSIPPANY,,,NJ,United States,Low
310.37,915.5915,0,18311.83,59,4,8,585,51,Adult,2,4/12/71,9559.78,F,N,S,601 4TH AVE APT 1 # 3559,,SCHENECTADY,42.8171,-73.9237,NY,United States,Low
310.37,0,915.5915,18311.83,59,1,9,890,51,Adult,2,3/6/02,9559.78,F,N,S,3301 MURRAY LN,,DALLAS,,,TX,United States,High
317.1428889,713.5715,0,14271.43,45,4,8,147,42,Adult,1,12/2/84,71329.9,M,Y,S,569 CORPORATE DR,,MOCA,,,PR,United States,Low
317.1428889,713.5715,0,14271.43,45,4,5,422,42,Adult,1,1/29/95,71329.9,M,Y,S,2226 BARTON SKWY,,HARLINGEN,,,TX,United States,Low
317.1428889,713.5715,0,14271.43,45,2,5,718,42,Adult,1,2/12/72,71329.9,M,Y,S,2511 WALKUP RD,,WEST MILFORD,,,NJ,United States,Low
317.1428889,0,713.5715,14271.43,45,3,8,1004,42,Adult,1,10/27/35,71329.9,M,Y,S,3634 ALLEN ST,,PHOENIX,,,AZ,United States,High
323.2646465,0,1600.16,32003.2,99,3,8,809,23,Young adult,0,7/28/38,40120,F,Y,S,256 W DEWEY AVE,,DALLAS,,,GA,United States,High
324.7382353,0,276.0275,5520.55,17,5,19,1716,39,Adult,1,8/11/26,5306.11,M,N,M,689 SW E AVE,,MELBOURNE,28.085081,-80.623293,FL,United States,High
324.7382353,0,138.01375,5520.55,17,5,12,1833,39,Adult,1,6/2/79,5306.11,M,N,M,1000 CARR 101,,LOVETTSVILLE,,,VA,United States,Medium
329.3662222,0,1482.148,29642.96,90,3,7,97,45,Adult,0,11/23/38,83287,F,N,M,209 WILLOW AVE APT 2C # 2988,,RINER,,,VA,United States,High
329.3662222,1482.148,0,29642.96,90,2,6,372,56,Adult,0,6/2/31,83287,F,N,M,2046 HICKORY ST,,DALLAS,,,TX,United States,Low
329.3662222,1482.148,0,29642.96,90,1,7,653,63,Adult,0,3/15/40,77000,F,N,M,91 PLUMMER AVE,,HURST,,,TX,United States,Low
329.3662222,0,1482.148,29642.96,90,2,8,957,67,Senior,0,12/6/68,83287,F,N,M,8435 WH BURGES DR,,BAY CITY,28.974307,-95.958403,TX,United States,High
329.3662222,0,1482.148,29642.96,90,5,7,1169,41,Adult,0,11/23/38,83287,F,N,M,5255 E MILO WAY,,MAYAGUEZ,,,PR,United States,High
329.3662222,0,1482.148,29642.96,90,3,9,1311,42,Adult,0,4/17/22,77000,F,N,M,161 S 187TH ST,,ETNA GREEN,,,IN,United States,High
329.3662222,0,1482.148,29642.96,90,3,8,1450,60,Adult,0,9/17/61,66666,F,N,M,3016 CLASS OF 22 HALL,,NEW YORK,40.720898,-73.977822,NY,United States,High
329.3662222,1482.148,0,29642.96,90,4,6,1594,45,Adult,0,1/31/47,68000,F,N,M,4326 COLUMBUS ST APT 305V,,BROOKHAVEN,39.852799,-75.385012,PA,United States,Low
329.3662222,0,1482.148,29642.96,90,4,5,1717,44,Adult,0,4/30/06,83287,F,N,M,672AL MAIN ST STE 1,,AU GRES,,,MI,United States,High
329.3662222,0,1482.148,29642.96,90,1,5,1834,59,Adult,0,10/21/23,83287,F,N,M,18469 HIGHWAY 964,,CARBONDALE,,,IL,United States,High
329.3662222,0,1482.148,29642.96,90,1,8,1948,47,Adult,0,2/24/75,77000,F,N,M,703 CALLE 18,,EULESS,,,TX,United States,High
333.3666667,0,100.01,2000.2,6,2,20,521,39,Adult,0,5/3/45,62705.9,M,Y,S,871 IRONWOOD DR SE,,ELGIN,,,IL,United States,High
333.3666667,0,50.005,2000.2,6,1,13,827,33,Adult,0,8/9/10,62705.9,M,Y,S,1785 S 970 W,,AUSTIN,,,TX,United States,Medium
336.78375,673.5675,0,13471.35,40,3,5,268,46,Adult,0,7/28/75,42760.5,F,N,S,12364 SWAMP FOX HWY W,,DURANGO,,,CO,United States,Low
336.78375,0,673.5675,13471.35,40,2,9,545,47,Adult,0,12/12/96,42760.5,F,N,S,2 CALLE SANTA CECILIA,,MAQUOKETA,,,IA,United States,Medium
336.78375,673.5675,0,13471.35,40,5,8,850,53,Adult,0,7/21/80,42760.5,F,N,S,2013 N MAIN AVE APT A,,JACKSONVILLE,34.899121,-92.098919,AR,United States,Low
336.78375,673.5675,0,13471.35,40,4,6,1121,52,Adult,0,1/2/55,42760.5,F,N,S,170 ORANGE ST STE 325,,JEROME,42.725098,-114.508836,ID,United States,Low
336.78375,0,673.5675,13471.35,40,5,5,1253,42,Adult,0,6/19/81,42760.5,F,N,S,2468 GAYNOR AVE,,CIDRA,,,PR,United States,High
336.78375,0,673.5675,13471.35,40,1,9,1388,48,Adult,0,11/16/63,42760.5,F,N,S,1 ADKINS LN,,CEDAR BLUFF,,,VA,United States,High
336.78375,673.5675,0,13471.35,40,2,7,1528,62,Adult,0,2/20/64,42760.5,F,N,S,908 N ELM ST STE 301,,WOODRIDGE,,,IL,United States,Low
336.78375,0,673.5675,13471.35,40,4,7,1671,43,Adult,0,12/5/51,42760.5,F,N,S,11-39 LONG RD,,SAN JOSE,,,CA,United States,High
336.78375,673.5675,0,13471.35,40,2,7,1787,46,Adult,0,9/15/69,42760.5,F,N,S,5653 WINDRIDGE DR,,WOODLAND HILLS,,,CA,United States,Low
336.78375,673.5675,0,13471.35,40,2,6,1903,61,Adult,0,10/10/21,42760.5,F,N,S,91 LARUE AVE,,HERMANN,,,MO,United States,Low
336.78375,0,673.5675,13471.35,40,5,10,2046,48,Adult,0,2/16/79,42760.5,F,N,S,507 E UNIVERSITY DR STE 577,,ADEL,31.143804,-83.420959,GA,United States,High
338.3671429,0,1421.142,28422.84,84,5,5,1423,32,Adult,0,6/18/91,76142,F,N,S,11912 N DIXIE DR,,BOWMAN,,,CA,United States,High
338.39,0,1235.1235,24702.47,73,3,9,46,62,Adult,2,2/16/30,45429.7,F,Y,M,305 PARK RD,,CAROLINA,,,PR,United States,High
338.39,0,1235.1235,24702.47,73,2,9,321,62,Adult,2,10/3/79,45429.7,F,Y,M,PO BOX 133050,,CLEWISTON,,,FL,United States,High
338.39,1235.1235,0,24702.47,73,4,9,601,62,Adult,2,10/4/54,45429.7,F,Y,M,132 GLEN AVE,,COVEL,,,WV,United States,Low
338.39,0,1235.1235,24702.47,73,5,5,905,62,Adult,2,1/10/56,45429.7,F,Y,M,96 CALLE PICAFLOR,,MAGALIA,,,CA,United States,High
338.39,0,1235.1235,24702.47,73,5,8,1971,62,Adult,2,12/4/42,45429.7,M,Y,M,100 DEERRUN RD,,DETROIT,33.6556,-95.2731,TX,United States,High
338.39,1235.1235,0,24702.47,73,2,10,1979,62,Adult,2,11/22/08,45429.7,M,Y,M,1300 GRAND ST APT 519 # 3168,,RICHLAND,,,GA,United States,Low
338.39,1235.1235,0,24702.47,73,3,5,1989,62,Adult,2,10/12/35,45429.7,M,Y,M,10867 LOW BRIDGE LN,,PORTOLA,,,CA,United States,Low
338.39,0,1235.1235,24702.47,73,3,10,1998,62,Adult,2,11/13/45,45429.7,M,Y,M,99 WESTVIEW RD,,BOONVILLE,,,NY,United States,High
338.39,1235.1235,0,24702.47,73,3,5,2006,62,Adult,2,5/14/21,45429.7,M,Y,M,16340 S MAIN ST,,EL PASO,31.79488,-106.34411,TX,United States,Low
338.39,1235.1235,0,24702.47,73,4,5,2011,62,Adult,2,3/23/41,45429.7,M,Y,M,510 OWENS DR SE,,BEVERLY,40.066978,-74.92349,NJ,United States,Low
339.7215625,0,543.5545,10871.09,32,3,10,203,46,Adult,2,10/7/61,21274,F,N,S,K39 CALLE 19,,IRVING,,,TX,United States,High
339.7215625,0,543.5545,10871.09,32,1,9,480,46,Adult,2,10/31/90,21274,F,N,S,898 LINDEN AVE,,PARIS,,,OH,United States,High
339.7215625,543.5545,0,10871.09,32,2,5,786,46,Adult,2,4/13/76,21274,F,N,S,750 CALLE REINA ISABEL,,ARECIBO,,,PR,United States,Low
339.7215625,543.5545,0,10871.09,32,1,5,1056,46,Adult,2,9/15/78,21274,F,N,S,3653 FAIRVIEW ST SW,,FORT MYERS BEACH,,,FL,United States,Low
339.7215625,543.5545,0,10871.09,32,1,7,1199,46,Adult,2,1/12/54,21274,F,N,S,200 CALLE NELSON RAMIREZ,,BOWBELLS,,,ND,United States,Low
339.7215625,543.5545,0,10871.09,32,1,5,1340,46,Adult,2,1/18/88,21274,F,N,S,141 ENGINEERING DR,,HUTCHINSON,44.889015,-94.371361,MN,United States,Low
339.7215625,543.5545,0,10871.09,32,1,5,1479,46,Adult,2,8/1/18,21274,F,N,S,406 W MOFFETT ST,,PHOENIX,,,AZ,United States,Low
339.7215625,543.5545,0,10871.09,32,4,7,1622,46,Adult,2,3/5/64,21274,F,N,S,3990 13TH AVE NE,,WILLISTON,,,VT,United States,Low
339.7215625,543.5545,0,10871.09,32,1,6,1745,46,Adult,2,8/27/42,21274,F,N,S,438 SUMMIT AVE # 1430 # 4128,,ROXBURY CROSSING,42.335496,-71.098766,MA,United States,Low
339.7215625,543.5545,0,10871.09,32,4,6,1862,46,Adult,2,11/10/25,21274,F,N,S,476-696 CRAMER LN,,CEDAR RAPIDS,,,IA,United States,Low
339.7215625,543.5545,0,10871.09,32,2,6,1987,46,Adult,2,12/19/53,21274,F,N,S,806 W PARK AVE APT 6A,,PLYMOUTH,41.975859,-70.682626,MA,United States,Low
340.6223529,0,868.587,17371.74,51,3,7,165,61,Adult,1,1/17/49,56722.8,F,N,M,1950 NW LARCH SPUR CT,,GILROY,,,CA,United States,High
340.6223529,868.587,0,17371.74,51,4,9,441,61,Adult,1,9/7/96,56722.8,F,N,M,HC 73 BOX 887,,FORT PLAIN,,,NY,United States,Low
340.6223529,868.587,0,17371.74,51,2,6,704,61,Adult,1,8/3/41,56722.8,F,N,M,11246 FALLBROOK DR RM 39A,,HUALAPAI,,,AZ,United States,Low
340.6223529,0,868.587,17371.74,51,4,8,748,61,Adult,1,12/4/75,56722.8,F,N,M,849 PIERRE ST,,GRAND PRAIRIE,,,TX,United States,Medium
340.6223529,868.587,0,17371.74,51,4,6,1023,61,Adult,1,6/9/00,56722.8,F,N,M,PO BOX 1252,,FAIRFIELD,,,OH,United States,Low
340.6223529,0,868.587,17371.74,51,3,5,1432,61,Adult,1,12/12/97,56722.8,F,N,M,255 COUNTY ROAD 4120,,EAST ORANGE,,,NJ,United States,High
340.9436364,0,93.7595,3750.38,11,1,14,329,63,Adult,2,4/20/74,21021.6,M,Y,S,418 W ORANGE ST,,CHESTERFIELD,,,MI,United States,Medium
340.9436364,0,187.519,3750.38,11,1,16,1276,63,Adult,2,7/8/35,21021.6,F,Y,S,834 OUT OF BOUNDS SHOT ROAD PMB 10045,,DALLAS,,,GA,United States,High
340.9436364,0,93.7595,3750.38,11,2,10,1287,63,Adult,2,3/21/49,21021.6,F,Y,S,306 N TELEGRAPH RD,,ANDERSON,34.496524,-82.652261,SC,United States,Medium
340.9436364,0,187.519,3750.38,11,5,16,1412,63,Adult,2,11/15/93,21021.6,F,Y,S,1120 16TH AVE NE,,TIGERTON,,,WI,United States,High
340.9436364,0,93.7595,3750.38,11,4,10,1568,63,Adult,2,9/11/29,21021.6,F,Y,S,PO BOX 410,,FAR ROCKAWAY,40.611669,-73.747581,NY,United States,Medium
340.9436364,0,187.519,3750.38,11,3,20,1694,63,Adult,2,11/5/95,21021.6,F,Y,S,HC 1 BOX 549,,EAST STROUDSBURG,40.998794,-75.180894,PA,United States,High
340.9436364,0,93.7595,3750.38,11,2,13,1811,63,Adult,2,6/25/11,21021.6,F,Y,S,118 PARKER RD,,ROSARIO,,,PR,United States,Medium
340.9436364,0,187.519,3750.38,11,2,18,1926,63,Adult,2,3/25/03,21021.6,F,Y,S,2402 BERNE ALTAMONT RD,,POWERS LAKE,,,ND,United States,High
346.8296154,0,1352.6355,27052.71,78,1,7,726,27,Young adult,0,2/5/95,57255.4,F,N,M,1243 E WASHINGTON AVE,,HUALAPAI,,,AZ,United States,High
347.5346875,0,1112.111,22242.22,64,1,6,151,46,Adult,1,3/15/00,75799.9,M,N,M,14 PLYMOUTH CT,,BENTON,37.996828,-88.916957,IL,United States,High
347.5346875,1112.111,0,22242.22,64,3,7,426,46,Adult,1,7/6/79,75799.9,M,N,M,900 WALKA DOG LANE,,COLTON,,,CA,United States,Low
347.5346875,0,1112.111,22242.22,64,2,5,731,46,Adult,1,3/2/90,75799.9,M,N,M,7876 WH BURGES DR,,LA HABRA HGTS,,,CA,United States,High
347.5346875,0,1112.111,22242.22,64,3,10,1008,46,Adult,1,7/9/36,75799.9,M,N,M,16747 MAPLEWILD AVE SW,,MARLTON,,,NJ,United States,High
353.7276923,0,1149.615,22992.3,65,3,9,148,53,Adult,0,1/19/75,20913.6,F,N,S,6263 INDIAN TRAIL RD,,CAMBRIDGE,,,NY,United States,High
353.7276923,1149.615,0,22992.3,65,1,6,423,53,Adult,0,9/22/03,20913.6,F,N,S,1204 HOLLOW CREEK DR APT 1,,CLIFTON,,,NJ,United States,Low
353.7276923,1149.615,0,22992.3,65,5,8,722,53,Adult,0,5/25/85,20913.6,F,N,S,33 BARNES LN,,FREMONT,,,CA,United States,Low
353.7276923,1149.615,0,22992.3,65,3,6,1005,53,Adult,0,4/1/71,20913.6,F,N,S,50 BRIAR HOLLOW LN STE 245W,,HOUSTON,,,TX,United States,Low
355.9538776,872.087,0,17441.74,49,2,8,10,26,Young adult,2,2/1/05,47902,F,N,M,21579 LARAMIE RD,,PHILADELPHIA,39.964314,-75.206995,PA,United States,Low
355.9538776,872.087,0,17441.74,49,4,7,287,26,Young adult,2,2/8/58,47902,F,N,M,18 VILLAGE WAY APT 1005,,SWAMPSCOTT,,,MA,United States,Low
355.9538776,872.087,0,17441.74,49,2,6,565,26,Young adult,2,3/31/99,47902,F,N,M,826 5TH ST NW,,HARRISVILLE,,,NY,United States,Low
355.9538776,872.087,0,17441.74,49,2,9,871,26,Young adult,2,1/31/46,47902,F,N,M,PO BOX 3911,,COVINGTON,47.386649,-122.202476,WA,United States,Low
355.9538776,872.087,0,17441.74,49,5,10,1137,26,Young adult,2,8/1/73,47902,F,N,M,150 E GAY ST FL 23,,WHITFIELD,,,MS,United States,Low
355.9538776,0,872.087,17441.74,49,4,8,1268,26,Young adult,2,11/8/58,47902,F,N,M,1545 1ST SE,,BROOKLYN,,,NY,United States,High
355.9538776,0,872.087,17441.74,49,1,7,1404,26,Young adult,2,5/30/71,47902,F,N,M,2525 LE CONTE AVE APT 1 PMB 1030,,CHANDLER,,,AZ,United States,High
355.9538776,0,872.087,17441.74,49,1,5,1543,26,Young adult,2,7/15/46,47902,F,N,M,6078 N DECARLO DR,,LYNN,42.46257,-70.952705,MA,United States,High
355.9538776,872.087,0,17441.74,49,1,7,1553,26,Young adult,2,12/25/73,47902,F,N,M,830 W OAK ST,,NORTH BEND,,,WA,United States,Low
355.9538776,872.087,0,17441.74,49,4,10,1686,26,Young adult,2,12/13/03,47902,F,N,M,771 18TH AVE NW,,KEMP,32.444411,-96.2325,TX,United States,Low
355.9538776,872.087,0,17441.74,49,4,8,1803,26,Young adult,2,6/16/44,47902,F,N,M,680 SANFORD RD,,PHILADELPHIA,,,PA,United States,Low
355.9538776,0,872.087,17441.74,49,1,7,1918,26,Young adult,2,6/21/71,47902,F,N,M,576 ALTURAS DR N,,ALBANY,,,NY,United States,High
356.0355,0,178.01775,7120.71,20,5,14,190,53,Adult,2,12/15/34,2185.6,F,N,M,154 WILMOT RD,,SEATTLE,47.690691,-122.350139,WA,United States,Medium
356.0355,0,178.01775,7120.71,20,2,14,467,53,Adult,2,10/20/91,2185.6,F,N,M,10703 18TH ST SE,,TROY,40.038787,-84.204002,OH,United States,Medium
356.0355,0,356.0355,7120.71,20,2,17,773,53,Adult,2,11/12/23,2185.6,F,N,M,2044 CORONADO DR SE,,EATONTOWN,,,NJ,United States,High
356.0355,0,356.0355,7120.71,20,2,18,1045,53,Adult,2,8/12/68,2185.6,F,N,M,221 S WARREN ST STE 100,,MAGNOLIA,,,TX,United States,High
362.2584127,0,1141.114,22822.28,63,3,10,125,60,Adult,1,5/3/98,68000,F,N,S,1 BANK ONE PLZ,,NORMAN,,,OK,United States,High
362.2584127,1141.114,0,22822.28,63,1,9,400,56,Adult,1,3/20/75,70000,F,N,S,1 CALLE B BDA VIETNAM,,GAY,,,WV,United States,Low
362.2584127,1141.114,0,22822.28,63,3,6,685,52,Adult,1,12/19/33,66000,F,N,S,1351 S JUDKINS ST,,MILLSBORO,,,DE,United States,Low
362.5363889,0,652.5655,13051.31,36,1,9,75,52,Adult,1,5/16/17,64792.3,M,N,M,151 S BISHOP AVE APT B8,,GRAND TOWER,37.627967,-89.500268,IL,United States,High
362.5363889,0,652.5655,13051.31,36,4,8,350,52,Adult,1,4/15/72,64792.3,M,N,M,1856 24TH ST SW,,COLONIA,,,NJ,United States,High
362.5363889,652.5655,0,13051.31,36,2,8,630,52,Adult,1,6/29/43,64792.3,M,N,M,37554 N 14TH ST,,EULESS,,,TX,United States,Low
362.5363889,0,652.5655,13051.31,36,1,8,935,52,Adult,1,12/27/04,64792.3,M,N,M,610 S ELDORADO ST,,BELLEVILLE,,,IL,United States,High
